HEADER;0;1;20170331215000;
4600001070;E;4600001070@email.com;(00-0);20180719193613
4600001071;E;4600001071@email.com;(00-0);20180719193613
4600001072;E;4600001072@email.com;(00-0);20180719193613
4600001073;E;4600001073@email.com;(00-0);20180719193613
4600001074;E;4600001074@email.com;(00-0);20180719193613
4600001075;E;4600001075@email.com;(00-0);20180719193613
4600001076;E;4600001076@email.com;(00-0);20180719193613
4600001077;E;4600001077@email.com;(00-0);20180719193613
4600001078;E;4600001078@email.com;(00-0);20180719193613
4600001079;E;4600001079@email.com;(00-0);20180719193613
4600001080;E;4600001080@email.com;(00-0);20180719193613
4600001081;E;4600001081@email.com;(00-0);20180719193613
4600001082;E;4600001082@email.com;(00-0);20180719193613
4600001083;E;4600001083@email.com;(00-0);20180719193613
4600001084;E;4600001084@email.com;(00-0);20180719193613
4600001085;E;4600001085@email.com;(00-0);20180719193613
4600001086;E;4600001086@email.com;(00-0);20180719193613
4600001087;E;4600001087@email.com;(00-0);20180719193613
4600001088;E;4600001088@email.com;(00-0);20180719193613
4600001089;E;4600001089@email.com;(00-0);20180719193613
4600001090;E;4600001090@email.com;(00-0);20180719193613
4600001091;E;4600001091@email.com;(00-0);20180719193613
4600001092;E;4600001092@email.com;(00-0);20180719193613
4600001093;E;4600001093@email.com;(00-0);20180719193613
4600001094;E;4600001094@email.com;(00-0);20180719193613
4600001095;E;4600001095@email.com;(00-0);20180719193613
4600001096;E;4600001096@email.com;(00-0);20180719193613
4600001097;E;4600001097@email.com;(00-0);20180719193613
4600001098;E;4600001098@email.com;(00-0);20180719193613
4600001099;E;4600001099@email.com;(00-0);20180719193614
4600001100;E;4600001100@email.com;(00-0);20180719193614
4600001101;E;4600001101@email.com;(00-0);20180719193614
4600001102;E;4600001102@email.com;(00-0);20180719193614
4600001103;E;4600001103@email.com;(00-0);20180719193614
4600001104;E;4600001104@email.com;(00-0);20180719193614
4600001105;E;4600001105@email.com;(00-0);20180719193614
4600001106;E;4600001106@email.com;(00-0);20180719193614
4600001107;E;4600001107@email.com;(00-0);20180719193614
4600001108;E;4600001108@email.com;(00-0);20180719193614
4600001109;E;4600001109@email.com;(00-0);20180719193614
4600001110;E;4600001110@email.com;(00-0);20180719193614
4600001111;E;4600001111@email.com;(00-0);20180719193614
4600001112;E;4600001112@email.com;(00-0);20180719193614
4600001113;E;4600001113@email.com;(00-0);20180719193614
4600001114;E;4600001114@email.com;(00-0);20180719193614
4600001115;E;4600001115@email.com;(00-0);20180719193614
4600001116;E;4600001116@email.com;(00-0);20180719193614
4600001117;E;4600001117@email.com;(00-0);20180719193614
4600001118;E;4600001118@email.com;(00-0);20180719193614
4600001119;E;4600001119@email.com;(00-0);20180719193614
4600001120;E;4600001120@email.com;(00-0);20180719193614
4600001121;E;4600001121@email.com;(00-0);20180719193614
4600001122;E;4600001122@email.com;(00-0);20180719193614
4600001123;E;4600001123@email.com;(00-0);20180719193614
4600001124;E;4600001124@email.com;(00-0);20180719193614
4600001125;E;4600001125@email.com;(00-0);20180719193614
4600001126;E;4600001126@email.com;(00-0);20180719193614
4600001127;E;4600001127@email.com;(00-0);20180719193614
4600001128;E;4600001128@email.com;(00-0);20180719193614
4600001129;E;4600001129@email.com;(00-0);20180719193614
4600001130;E;4600001130@email.com;(00-0);20180719193614
4600001131;E;4600001131@email.com;(00-0);20180719193614
4600001132;E;4600001132@email.com;(00-0);20180719193614
4600001133;E;4600001133@email.com;(00-0);20180719193614
4600001134;E;4600001134@email.com;(00-0);20180719193614
4600001135;E;4600001135@email.com;(00-0);20180719193614
4600001136;E;4600001136@email.com;(00-0);20180719193614
4600001137;E;4600001137@email.com;(00-0);20180719193614
4600001138;E;4600001138@email.com;(00-0);20180719193614
4600001139;E;4600001139@email.com;(00-0);20180719193614
4600001140;E;4600001140@email.com;(00-0);20180719193614
4600001141;E;4600001141@email.com;(00-0);20180719193614
4600001142;E;4600001142@email.com;(00-0);20180719193614
4600001143;E;4600001143@email.com;(00-0);20180719193614
4600001144;E;4600001144@email.com;(00-0);20180719193614
4600001145;E;4600001145@email.com;(00-0);20180719193614
4600001146;E;4600001146@email.com;(00-0);20180719193614
4600001147;E;4600001147@email.com;(00-0);20180719193614
4600001148;E;4600001148@email.com;(00-0);20180719193614
4600001149;E;4600001149@email.com;(00-0);20180719193614
4600001150;E;4600001150@email.com;(00-0);20180719193614
4600001151;E;4600001151@email.com;(00-0);20180719193614
4600001152;E;4600001152@email.com;(00-0);20180719193614
4600001153;E;4600001153@email.com;(00-0);20180719193614
4600001154;E;4600001154@email.com;(00-0);20180719193614
4600001155;E;4600001155@email.com;(00-0);20180719193614
4600001156;E;4600001156@email.com;(00-0);20180719193614
4600001157;E;4600001157@email.com;(00-0);20180719193614
4600001158;E;4600001158@email.com;(00-0);20180719193614
4600001159;E;4600001159@email.com;(00-0);20180719193614
4600001160;E;4600001160@email.com;(00-0);20180719193614
4600001161;E;4600001161@email.com;(00-0);20180719193614
4600001162;E;4600001162@email.com;(00-0);20180719193614
4600001163;E;4600001163@email.com;(00-0);20180719193614
4600001164;E;4600001164@email.com;(00-0);20180719193614
4600001165;E;4600001165@email.com;(00-0);20180719193614
4600001166;E;4600001166@email.com;(00-0);20180719193614
4600001167;E;4600001167@email.com;(00-0);20180719193614
4600001168;E;4600001168@email.com;(00-0);20180719193614
4600001169;E;4600001169@email.com;(00-0);20180719193614
4600001170;E;4600001170@email.com;(00-0);20180719193614
4600001171;E;4600001171@email.com;(00-0);20180719193614
4600001172;E;4600001172@email.com;(00-0);20180719193614
4600001173;E;4600001173@email.com;(00-0);20180719193614
4600001174;E;4600001174@email.com;(00-0);20180719193614
4600001175;E;4600001175@email.com;(00-0);20180719193614
4600001176;E;4600001176@email.com;(00-0);20180719193614
4600001177;E;4600001177@email.com;(00-0);20180719193614
4600001178;E;4600001178@email.com;(00-0);20180719193614
4600001179;E;4600001179@email.com;(00-0);20180719193614
4600001180;E;4600001180@email.com;(00-0);20180719193614
4600001181;E;4600001181@email.com;(00-0);20180719193614
4600001182;E;4600001182@email.com;(00-0);20180719193614
4600001183;E;4600001183@email.com;(00-0);20180719193614
4600001184;E;4600001184@email.com;(00-0);20180719193614
4600001185;E;4600001185@email.com;(00-0);20180719193614
4600001186;E;4600001186@email.com;(00-0);20180719193614
4600001187;E;4600001187@email.com;(00-0);20180719193614
4600001188;E;4600001188@email.com;(00-0);20180719193614
4600001189;E;4600001189@email.com;(00-0);20180719193614
4600001190;E;4600001190@email.com;(00-0);20180719193614
4600001191;E;4600001191@email.com;(00-0);20180719193614
4600001192;E;4600001192@email.com;(00-0);20180719193614
4600001193;E;4600001193@email.com;(00-0);20180719193614
4600001194;E;4600001194@email.com;(00-0);20180719193614
4600001195;E;4600001195@email.com;(00-0);20180719193614
4600001196;E;4600001196@email.com;(00-0);20180719193614
4600001197;E;4600001197@email.com;(00-0);20180719193614
4600001198;E;4600001198@email.com;(00-0);20180719193614
4600001199;E;4600001199@email.com;(00-0);20180719193614
4600001200;E;4600001200@email.com;(00-0);20180719193614
4600001201;E;4600001201@email.com;(00-0);20180719193614
4600001202;E;4600001202@email.com;(00-0);20180719193614
4600001203;E;4600001203@email.com;(00-0);20180719193614
4600001204;E;4600001204@email.com;(00-0);20180719193614
4600001205;E;4600001205@email.com;(00-0);20180719193614
4600001206;E;4600001206@email.com;(00-0);20180719193614
4600001207;E;4600001207@email.com;(00-0);20180719193614
4600001208;E;4600001208@email.com;(00-0);20180719193614
4600001209;E;4600001209@email.com;(00-0);20180719193614
4600001210;E;4600001210@email.com;(00-0);20180719193614
4600001211;E;4600001211@email.com;(00-0);20180719193614
4600001212;E;4600001212@email.com;(00-0);20180719193614
4600001213;E;4600001213@email.com;(00-0);20180719193614
4600001214;E;4600001214@email.com;(00-0);20180719193614
4600001215;E;4600001215@email.com;(00-0);20180719193614
4600001216;E;4600001216@email.com;(00-0);20180719193614
4600001217;E;4600001217@email.com;(00-0);20180719193614
4600001218;E;4600001218@email.com;(00-0);20180719193614
4600001219;E;4600001219@email.com;(00-0);20180719193614
4600001220;E;4600001220@email.com;(00-0);20180719193614
4600001221;E;4600001221@email.com;(00-0);20180719193614
4600001222;E;4600001222@email.com;(00-0);20180719193614
4600001223;E;4600001223@email.com;(00-0);20180719193614
4600001224;E;4600001224@email.com;(00-0);20180719193614
4600001225;E;4600001225@email.com;(00-0);20180719193614
4600001226;E;4600001226@email.com;(00-0);20180719193614
4600001227;E;4600001227@email.com;(00-0);20180719193614
4600001228;E;4600001228@email.com;(00-0);20180719193614
4600001229;E;4600001229@email.com;(00-0);20180719193614
4600001230;E;4600001230@email.com;(00-0);20180719193614
4600001231;E;4600001231@email.com;(00-0);20180719193614
4600001232;E;4600001232@email.com;(00-0);20180719193614
4600001233;E;4600001233@email.com;(00-0);20180719193614
4600001234;E;4600001234@email.com;(00-0);20180719193614
4600001235;E;4600001235@email.com;(00-0);20180719193614
4600001236;E;4600001236@email.com;(00-0);20180719193614
4600001237;E;4600001237@email.com;(00-0);20180719193614
4600001238;E;4600001238@email.com;(00-0);20180719193614
4600001239;E;4600001239@email.com;(00-0);20180719193614
4600001240;E;4600001240@email.com;(00-0);20180719193614
4600001241;E;4600001241@email.com;(00-0);20180719193614
4600001242;E;4600001242@email.com;(00-0);20180719193614
4600001243;E;4600001243@email.com;(00-0);20180719193614
4600001244;E;4600001244@email.com;(00-0);20180719193614
4600001245;E;4600001245@email.com;(00-0);20180719193614
4600001246;E;4600001246@email.com;(00-0);20180719193614
4600001247;E;4600001247@email.com;(00-0);20180719193614
4600001248;E;4600001248@email.com;(00-0);20180719193614
4600001249;E;4600001249@email.com;(00-0);20180719193614
4600001250;E;4600001250@email.com;(00-0);20180719193614
4600001251;E;4600001251@email.com;(00-0);20180719193614
4600001252;E;4600001252@email.com;(00-0);20180719193614
4600001253;E;4600001253@email.com;(00-0);20180719193614
4600001254;E;4600001254@email.com;(00-0);20180719193614
4600001255;E;4600001255@email.com;(00-0);20180719193614
4600001256;E;4600001256@email.com;(00-0);20180719193614
4600001257;E;4600001257@email.com;(00-0);20180719193614
4600001258;E;4600001258@email.com;(00-0);20180719193614
4600001259;E;4600001259@email.com;(00-0);20180719193614
4600001260;E;4600001260@email.com;(00-0);20180719193614
4600001261;E;4600001261@email.com;(00-0);20180719193614
4600001262;E;4600001262@email.com;(00-0);20180719193614
4600001263;E;4600001263@email.com;(00-0);20180719193614
4600001264;E;4600001264@email.com;(00-0);20180719193614
4600001265;E;4600001265@email.com;(00-0);20180719193614
4600001266;E;4600001266@email.com;(00-0);20180719193614
4600001267;E;4600001267@email.com;(00-0);20180719193614
4600001268;E;4600001268@email.com;(00-0);20180719193614
4600001269;E;4600001269@email.com;(00-0);20180719193614
4600001270;E;4600001270@email.com;(00-0);20180719193614
4600001271;E;4600001271@email.com;(00-0);20180719193614
4600001272;E;4600001272@email.com;(00-0);20180719193614
4600001273;E;4600001273@email.com;(00-0);20180719193614
4600001274;E;4600001274@email.com;(00-0);20180719193614
4600001275;E;4600001275@email.com;(00-0);20180719193614
4600001276;E;4600001276@email.com;(00-0);20180719193614
4600001277;E;4600001277@email.com;(00-0);20180719193614
4600001278;E;4600001278@email.com;(00-0);20180719193614
4600001279;E;4600001279@email.com;(00-0);20180719193614
4600001280;E;4600001280@email.com;(00-0);20180719193614
4600001281;E;4600001281@email.com;(00-0);20180719193614
4600001282;E;4600001282@email.com;(00-0);20180719193614
4600001283;E;4600001283@email.com;(00-0);20180719193614
4600001284;E;4600001284@email.com;(00-0);20180719193614
4600001285;E;4600001285@email.com;(00-0);20180719193614
4600001286;E;4600001286@email.com;(00-0);20180719193614
4600001287;E;4600001287@email.com;(00-0);20180719193614
4600001288;E;4600001288@email.com;(00-0);20180719193614
4600001289;E;4600001289@email.com;(00-0);20180719193614
4600001290;E;4600001290@email.com;(00-0);20180719193614
4600001291;E;4600001291@email.com;(00-0);20180719193614
4600001292;E;4600001292@email.com;(00-0);20180719193614
4600001293;E;4600001293@email.com;(00-0);20180719193614
4600001294;E;4600001294@email.com;(00-0);20180719193614
4600001295;E;4600001295@email.com;(00-0);20180719193614
4600001296;E;4600001296@email.com;(00-0);20180719193614
4600001297;E;4600001297@email.com;(00-0);20180719193614
4600001298;E;4600001298@email.com;(00-0);20180719193614
4600001299;E;4600001299@email.com;(00-0);20180719193614
4600001300;E;4600001300@email.com;(00-0);20180719193614
4600001301;E;4600001301@email.com;(00-0);20180719193614
4600001302;E;4600001302@email.com;(00-0);20180719193614
4600001303;E;4600001303@email.com;(00-0);20180719193614
4600001304;E;4600001304@email.com;(00-0);20180719193614
4600001305;E;4600001305@email.com;(00-0);20180719193614
4600001306;E;4600001306@email.com;(00-0);20180719193614
4600001307;E;4600001307@email.com;(00-0);20180719193614
4600001308;E;4600001308@email.com;(00-0);20180719193614
4600001309;E;4600001309@email.com;(00-0);20180719193614
4600001310;E;4600001310@email.com;(00-0);20180719193614
4600001311;E;4600001311@email.com;(00-0);20180719193614
4600001312;E;4600001312@email.com;(00-0);20180719193614
4600001313;E;4600001313@email.com;(00-0);20180719193614
4600001314;E;4600001314@email.com;(00-0);20180719193614
4600001315;E;4600001315@email.com;(00-0);20180719193614
4600001316;E;4600001316@email.com;(00-0);20180719193614
4600001317;E;4600001317@email.com;(00-0);20180719193614
4600001318;E;4600001318@email.com;(00-0);20180719193614
4600001319;E;4600001319@email.com;(00-0);20180719193614
4600001320;E;4600001320@email.com;(00-0);20180719193614
4600001321;E;4600001321@email.com;(00-0);20180719193614
4600001322;E;4600001322@email.com;(00-0);20180719193614
4600001323;E;4600001323@email.com;(00-0);20180719193614
4600001324;E;4600001324@email.com;(00-0);20180719193614
4600001325;E;4600001325@email.com;(00-0);20180719193614
4600001326;E;4600001326@email.com;(00-0);20180719193614
4600001327;E;4600001327@email.com;(00-0);20180719193614
4600001328;E;4600001328@email.com;(00-0);20180719193614
4600001329;E;4600001329@email.com;(00-0);20180719193614
4600001330;E;4600001330@email.com;(00-0);20180719193614
4600001331;E;4600001331@email.com;(00-0);20180719193614
4600001332;E;4600001332@email.com;(00-0);20180719193614
4600001333;E;4600001333@email.com;(00-0);20180719193614
4600001334;E;4600001334@email.com;(00-0);20180719193614
4600001335;E;4600001335@email.com;(00-0);20180719193614
4600001336;E;4600001336@email.com;(00-0);20180719193614
4600001337;E;4600001337@email.com;(00-0);20180719193614
4600001338;E;4600001338@email.com;(00-0);20180719193614
4600001339;E;4600001339@email.com;(00-0);20180719193614
4600001340;E;4600001340@email.com;(00-0);20180719193614
4600001341;E;4600001341@email.com;(00-0);20180719193614
4600001342;E;4600001342@email.com;(00-0);20180719193614
4600001343;E;4600001343@email.com;(00-0);20180719193614
4600001344;E;4600001344@email.com;(00-0);20180719193614
4600001345;E;4600001345@email.com;(00-0);20180719193614
4600001346;E;4600001346@email.com;(00-0);20180719193614
4600001347;E;4600001347@email.com;(00-0);20180719193614
4600001348;E;4600001348@email.com;(00-0);20180719193614
4600001349;E;4600001349@email.com;(00-0);20180719193614
4600001350;E;4600001350@email.com;(00-0);20180719193614
4600001351;E;4600001351@email.com;(00-0);20180719193614
4600001352;E;4600001352@email.com;(00-0);20180719193614
4600001353;E;4600001353@email.com;(00-0);20180719193614
4600001354;E;4600001354@email.com;(00-0);20180719193614
4600001355;E;4600001355@email.com;(00-0);20180719193614
4600001356;E;4600001356@email.com;(00-0);20180719193614
4600001357;E;4600001357@email.com;(00-0);20180719193614
4600001358;E;4600001358@email.com;(00-0);20180719193614
4600001359;E;4600001359@email.com;(00-0);20180719193614
4600001360;E;4600001360@email.com;(00-0);20180719193614
4600001361;E;4600001361@email.com;(00-0);20180719193614
4600001362;E;4600001362@email.com;(00-0);20180719193614
4600001363;E;4600001363@email.com;(00-0);20180719193614
4600001364;E;4600001364@email.com;(00-0);20180719193614
4600001365;E;4600001365@email.com;(00-0);20180719193614
4600001366;E;4600001366@email.com;(00-0);20180719193614
4600001367;E;4600001367@email.com;(00-0);20180719193614
4600001368;E;4600001368@email.com;(00-0);20180719193614
4600001369;E;4600001369@email.com;(00-0);20180719193614
4600001370;E;4600001370@email.com;(00-0);20180719193614
4600001371;E;4600001371@email.com;(00-0);20180719193614
4600001372;E;4600001372@email.com;(00-0);20180719193614
4600001373;E;4600001373@email.com;(00-0);20180719193614
4600001374;E;4600001374@email.com;(00-0);20180719193614
4600001375;E;4600001375@email.com;(00-0);20180719193614
4600001376;E;4600001376@email.com;(00-0);20180719193614
4600001377;E;4600001377@email.com;(00-0);20180719193614
4600001378;E;4600001378@email.com;(00-0);20180719193614
4600001379;E;4600001379@email.com;(00-0);20180719193614
4600001380;E;4600001380@email.com;(00-0);20180719193614
4600001381;E;4600001381@email.com;(00-0);20180719193614
4600001382;E;4600001382@email.com;(00-0);20180719193614
4600001383;E;4600001383@email.com;(00-0);20180719193614
4600001384;E;4600001384@email.com;(00-0);20180719193614
4600001385;E;4600001385@email.com;(00-0);20180719193614
4600001386;E;4600001386@email.com;(00-0);20180719193614
4600001387;E;4600001387@email.com;(00-0);20180719193614
4600001388;E;4600001388@email.com;(00-0);20180719193614
4600001389;E;4600001389@email.com;(00-0);20180719193614
4600001390;E;4600001390@email.com;(00-0);20180719193614
4600001391;E;4600001391@email.com;(00-0);20180719193614
4600001392;E;4600001392@email.com;(00-0);20180719193614
4600001393;E;4600001393@email.com;(00-0);20180719193614
4600001394;E;4600001394@email.com;(00-0);20180719193614
4600001395;E;4600001395@email.com;(00-0);20180719193614
4600001396;E;4600001396@email.com;(00-0);20180719193614
4600001397;E;4600001397@email.com;(00-0);20180719193614
4600001398;E;4600001398@email.com;(00-0);20180719193614
4600001399;E;4600001399@email.com;(00-0);20180719193614
4600001400;E;4600001400@email.com;(00-0);20180719193614
4600001401;E;4600001401@email.com;(00-0);20180719193614
4600001402;E;4600001402@email.com;(00-0);20180719193614
4600001403;E;4600001403@email.com;(00-0);20180719193614
4600001404;E;4600001404@email.com;(00-0);20180719193614
4600001405;E;4600001405@email.com;(00-0);20180719193614
4600001406;E;4600001406@email.com;(00-0);20180719193614
4600001407;E;4600001407@email.com;(00-0);20180719193614
4600001408;E;4600001408@email.com;(00-0);20180719193614
4600001409;E;4600001409@email.com;(00-0);20180719193614
4600001410;E;4600001410@email.com;(00-0);20180719193614
4600001411;E;4600001411@email.com;(00-0);20180719193614
4600001412;E;4600001412@email.com;(00-0);20180719193614
4600001413;E;4600001413@email.com;(00-0);20180719193614
4600001414;E;4600001414@email.com;(00-0);20180719193614
4600001415;E;4600001415@email.com;(00-0);20180719193614
4600001416;E;4600001416@email.com;(00-0);20180719193614
4600001417;E;4600001417@email.com;(00-0);20180719193614
4600001418;E;4600001418@email.com;(00-0);20180719193614
4600001419;E;4600001419@email.com;(00-0);20180719193614
4600001420;E;4600001420@email.com;(00-0);20180719193614
4600001421;E;4600001421@email.com;(00-0);20180719193614
4600001422;E;4600001422@email.com;(00-0);20180719193614
4600001423;E;4600001423@email.com;(00-0);20180719193614
4600001424;E;4600001424@email.com;(00-0);20180719193614
4600001425;E;4600001425@email.com;(00-0);20180719193614
4600001426;E;4600001426@email.com;(00-0);20180719193614
4600001427;E;4600001427@email.com;(00-0);20180719193614
4600001428;E;4600001428@email.com;(00-0);20180719193614
4600001429;E;4600001429@email.com;(00-0);20180719193614
4600001430;E;4600001430@email.com;(00-0);20180719193614
4600001431;E;4600001431@email.com;(00-0);20180719193614
4600001432;E;4600001432@email.com;(00-0);20180719193614
4600001433;E;4600001433@email.com;(00-0);20180719193614
4600001434;E;4600001434@email.com;(00-0);20180719193614
4600001435;E;4600001435@email.com;(00-0);20180719193614
4600001436;E;4600001436@email.com;(00-0);20180719193614
4600001437;E;4600001437@email.com;(00-0);20180719193614
4600001438;E;4600001438@email.com;(00-0);20180719193614
4600001439;E;4600001439@email.com;(00-0);20180719193614
4600001440;E;4600001440@email.com;(00-0);20180719193614
4600001441;E;4600001441@email.com;(00-0);20180719193614
4600001442;E;4600001442@email.com;(00-0);20180719193614
4600001443;E;4600001443@email.com;(00-0);20180719193614
4600001444;E;4600001444@email.com;(00-0);20180719193614
4600001445;E;4600001445@email.com;(00-0);20180719193614
4600001446;E;4600001446@email.com;(00-0);20180719193614
4600001447;E;4600001447@email.com;(00-0);20180719193614
4600001448;E;4600001448@email.com;(00-0);20180719193614
4600001449;E;4600001449@email.com;(00-0);20180719193614
4600001450;E;4600001450@email.com;(00-0);20180719193614
4600001451;E;4600001451@email.com;(00-0);20180719193614
4600001452;E;4600001452@email.com;(00-0);20180719193614
4600001453;E;4600001453@email.com;(00-0);20180719193614
4600001454;E;4600001454@email.com;(00-0);20180719193614
4600001455;E;4600001455@email.com;(00-0);20180719193614
4600001456;E;4600001456@email.com;(00-0);20180719193614
4600001457;E;4600001457@email.com;(00-0);20180719193614
4600001458;E;4600001458@email.com;(00-0);20180719193614
4600001459;E;4600001459@email.com;(00-0);20180719193614
4600001460;E;4600001460@email.com;(00-0);20180719193614
4600001461;E;4600001461@email.com;(00-0);20180719193614
4600001462;E;4600001462@email.com;(00-0);20180719193614
4600001463;E;4600001463@email.com;(00-0);20180719193614
4600001464;E;4600001464@email.com;(00-0);20180719193614
4600001465;E;4600001465@email.com;(00-0);20180719193614
4600001466;E;4600001466@email.com;(00-0);20180719193614
4600001467;E;4600001467@email.com;(00-0);20180719193614
4600001468;E;4600001468@email.com;(00-0);20180719193614
4600001469;E;4600001469@email.com;(00-0);20180719193614
4600001470;E;4600001470@email.com;(00-0);20180719193614
4600001471;E;4600001471@email.com;(00-0);20180719193614
4600001472;E;4600001472@email.com;(00-0);20180719193614
4600001473;E;4600001473@email.com;(00-0);20180719193614
4600001474;E;4600001474@email.com;(00-0);20180719193614
4600001475;E;4600001475@email.com;(00-0);20180719193614
4600001476;E;4600001476@email.com;(00-0);20180719193614
4600001477;E;4600001477@email.com;(00-0);20180719193614
4600001478;E;4600001478@email.com;(00-0);20180719193614
4600001479;E;4600001479@email.com;(00-0);20180719193614
4600001480;E;4600001480@email.com;(00-0);20180719193614
4600001481;E;4600001481@email.com;(00-0);20180719193614
4600001482;E;4600001482@email.com;(00-0);20180719193614
4600001483;E;4600001483@email.com;(00-0);20180719193614
4600001484;E;4600001484@email.com;(00-0);20180719193614
4600001485;E;4600001485@email.com;(00-0);20180719193614
4600001486;E;4600001486@email.com;(00-0);20180719193614
4600001487;E;4600001487@email.com;(00-0);20180719193614
4600001488;E;4600001488@email.com;(00-0);20180719193614
4600001489;E;4600001489@email.com;(00-0);20180719193614
4600001490;E;4600001490@email.com;(00-0);20180719193614
4600001491;E;4600001491@email.com;(00-0);20180719193614
4600001492;E;4600001492@email.com;(00-0);20180719193614
4600001493;E;4600001493@email.com;(00-0);20180719193614
4600001494;E;4600001494@email.com;(00-0);20180719193614
4600001495;E;4600001495@email.com;(00-0);20180719193614
4600001496;E;4600001496@email.com;(00-0);20180719193614
4600001497;E;4600001497@email.com;(00-0);20180719193614
4600001498;E;4600001498@email.com;(00-0);20180719193614
4600001499;E;4600001499@email.com;(00-0);20180719193614
4600001500;E;4600001500@email.com;(00-0);20180719193614
4600001501;E;4600001501@email.com;(00-0);20180719193614
4600001502;E;4600001502@email.com;(00-0);20180719193614
4600001503;E;4600001503@email.com;(00-0);20180719193614
4600001504;E;4600001504@email.com;(00-0);20180719193614
4600001505;E;4600001505@email.com;(00-0);20180719193614
4600001506;E;4600001506@email.com;(00-0);20180719193614
4600001507;E;4600001507@email.com;(00-0);20180719193614
4600001508;E;4600001508@email.com;(00-0);20180719193614
4600001509;E;4600001509@email.com;(00-0);20180719193614
4600001510;E;4600001510@email.com;(00-0);20180719193614
4600001511;E;4600001511@email.com;(00-0);20180719193614
4600001512;E;4600001512@email.com;(00-0);20180719193614
4600001513;E;4600001513@email.com;(00-0);20180719193614
4600001514;E;4600001514@email.com;(00-0);20180719193614
4600001515;E;4600001515@email.com;(00-0);20180719193614
4600001516;E;4600001516@email.com;(00-0);20180719193614
4600001517;E;4600001517@email.com;(00-0);20180719193614
4600001518;E;4600001518@email.com;(00-0);20180719193614
4600001519;E;4600001519@email.com;(00-0);20180719193614
4600001520;E;4600001520@email.com;(00-0);20180719193614
4600001521;E;4600001521@email.com;(00-0);20180719193614
4600001522;E;4600001522@email.com;(00-0);20180719193614
4600001523;E;4600001523@email.com;(00-0);20180719193614
4600001524;E;4600001524@email.com;(00-0);20180719193614
4600001525;E;4600001525@email.com;(00-0);20180719193614
4600001526;E;4600001526@email.com;(00-0);20180719193614
4600001527;E;4600001527@email.com;(00-0);20180719193614
4600001528;E;4600001528@email.com;(00-0);20180719193614
4600001529;E;4600001529@email.com;(00-0);20180719193614
4600001530;E;4600001530@email.com;(00-0);20180719193614
4600001531;E;4600001531@email.com;(00-0);20180719193614
4600001532;E;4600001532@email.com;(00-0);20180719193614
4600001533;E;4600001533@email.com;(00-0);20180719193614
4600001534;E;4600001534@email.com;(00-0);20180719193614
4600001535;E;4600001535@email.com;(00-0);20180719193614
4600001536;E;4600001536@email.com;(00-0);20180719193614
4600001537;E;4600001537@email.com;(00-0);20180719193614
4600001538;E;4600001538@email.com;(00-0);20180719193614
4600001539;E;4600001539@email.com;(00-0);20180719193614
4600001540;E;4600001540@email.com;(00-0);20180719193614
4600001541;E;4600001541@email.com;(00-0);20180719193614
4600001542;E;4600001542@email.com;(00-0);20180719193614
4600001543;E;4600001543@email.com;(00-0);20180719193614
4600001544;E;4600001544@email.com;(00-0);20180719193614
4600001545;E;4600001545@email.com;(00-0);20180719193614
4600001546;E;4600001546@email.com;(00-0);20180719193614
4600001547;E;4600001547@email.com;(00-0);20180719193614
4600001548;E;4600001548@email.com;(00-0);20180719193614
4600001549;E;4600001549@email.com;(00-0);20180719193614
4600001550;E;4600001550@email.com;(00-0);20180719193614
4600001551;E;4600001551@email.com;(00-0);20180719193614
4600001552;E;4600001552@email.com;(00-0);20180719193614
4600001553;E;4600001553@email.com;(00-0);20180719193614
4600001554;E;4600001554@email.com;(00-0);20180719193614
4600001555;E;4600001555@email.com;(00-0);20180719193614
4600001556;E;4600001556@email.com;(00-0);20180719193614
4600001557;E;4600001557@email.com;(00-0);20180719193614
4600001558;E;4600001558@email.com;(00-0);20180719193614
4600001559;E;4600001559@email.com;(00-0);20180719193614
4600001560;E;4600001560@email.com;(00-0);20180719193614
4600001561;E;4600001561@email.com;(00-0);20180719193614
4600001562;E;4600001562@email.com;(00-0);20180719193614
4600001563;E;4600001563@email.com;(00-0);20180719193614
4600001564;E;4600001564@email.com;(00-0);20180719193614
4600001565;E;4600001565@email.com;(00-0);20180719193614
4600001566;E;4600001566@email.com;(00-0);20180719193614
4600001567;E;4600001567@email.com;(00-0);20180719193614
4600001568;E;4600001568@email.com;(00-0);20180719193614
4600001569;E;4600001569@email.com;(00-0);20180719193614
4600001570;E;4600001570@email.com;(00-0);20180719193614
4600001571;E;4600001571@email.com;(00-0);20180719193614
4600001572;E;4600001572@email.com;(00-0);20180719193614
4600001573;E;4600001573@email.com;(00-0);20180719193614
4600001574;E;4600001574@email.com;(00-0);20180719193614
4600001575;E;4600001575@email.com;(00-0);20180719193614
4600001576;E;4600001576@email.com;(00-0);20180719193614
4600001577;E;4600001577@email.com;(00-0);20180719193614
4600001578;E;4600001578@email.com;(00-0);20180719193614
4600001579;E;4600001579@email.com;(00-0);20180719193614
4600001580;E;4600001580@email.com;(00-0);20180719193614
4600001581;E;4600001581@email.com;(00-0);20180719193614
4600001582;E;4600001582@email.com;(00-0);20180719193614
4600001583;E;4600001583@email.com;(00-0);20180719193614
4600001584;E;4600001584@email.com;(00-0);20180719193614
4600001585;E;4600001585@email.com;(00-0);20180719193614
4600001586;E;4600001586@email.com;(00-0);20180719193614
